Customer ID ,order_id,order_date,Rev (USD),region,status,notes,age,month,product,sales_rep,country
CUST1284,ORD05284,2025-07-26,78088.36,NORTH,active,N/A,30,Jul,Enterprise,David,USA
CUST1285,ORD05285,2025-11-01,53154.89,North,inactive,follow up,63,Nov,Basic,David,USA
CUST1286,ORD05286,2025-03-20,40586.49, north,churned,-,62,Mar,Starter,David,USA
CUST1287,ORD05287,2025-05-25,52695.48,south ,trial,na,53,May,Pro,David,USA
CUST1288,ORD05288,04-17-2025,46817.73, north,trial,N/A,43,Apr,Basic,Bob,USA
CUST1289,ORD05289,21/02/2025,6841.57,south ,active,follow up,51,Feb,Enterprise,Bob,USA
CUST1290,ORD05290,13/12/2025,30938.14,North,active,N/A,29,Dec,Starter,Carol,USA
CUST1291,ORD05291,05-18-2025,81205.03,NORTH,inactive,follow up,,May,Basic,Carol,Canada
CUST1292,ORD05292,08-04-2025,40911.7,NORTH,active,N/A,32,Aug,Basic,Eve,Canada
CUST1293,ORD05293,07-03-2025,32588.94,NORTH,inactive,follow up,,Jul,Enterprise,David,Canada
CUST1294,ORD05294,02/12/2025,"35290,",South,active,follow up,,Dec,Pro,Eve,UK
CUST1295,ORD05295,08-10-2025,52741.2,NORTH,active,-,52,Aug,Enterprise,Alice,USA
CUST1296,ORD05296,2025-09-11,40154.92,East,active,na,,Sep,Starter,Eve,Canada
CUST1297,ORD05297,24/08/2025,20357.5, west,inactive,-,50,Aug,Enterprise,Alice,Canada
CUST1298,ORD05298,2025-01-01,47577.57,South,inactive,follow up,61,Jan,Pro,Carol,USA
CUST1299,ORD05299,06-19-2025,71844.82, west,trial,None,60,Jun,Starter,Alice,USA
CUST1300,ORD05300,05-30-2025,54044.37, west,active,na,28,May,Basic,Alice,USA
CUST1301,ORD05301,2025-07-21,16347.42, north,active,follow up,34,Jul,Enterprise,David,Canada
CUST1302,ORD05302,10/03/2025,81298.08,West,inactive,follow up,,Mar,Starter,Eve,USA
CUST1303,ORD05303,07-18-2025,11348.26,West,active,-,42,Jul,Starter,Carol,Canada
CUST1304,ORD05304,2025-08-20,82506.54,south ,active,follow up,60,Aug,Pro,Eve,USA
CUST1305,ORD05305,05-29-2025,53242.16,East,trial,na,65,May,Pro,Eve,Canada
CUST1306,ORD05306,30/12/2025,80155.92,North,active,-,56,Dec,Basic,Bob,USA
CUST1307,ORD05307,24/03/2025,17391.75,south ,active,follow up,31,Mar,Enterprise,Carol,Canada
CUST1308,ORD05308,2025-10-15,73848.99,south ,active,,57,Oct,Basic,David,Canada
CUST1309,ORD05309,06-10-2025,82957.02,South,trial,follow up,,Jun,Basic,Bob,USA
CUST1310,ORD05310,2025-11-05,46688.98, north,trial,na,34,Nov,Enterprise,David,USA
CUST1311,ORD05311,2025-03-08,47532.58,NORTH,churned,-,38,Mar,Enterprise,Eve,USA
CUST1312,ORD05312,2025-07-03,48891.21, north,trial,na,42,Jul,Basic,Eve,UK
CUST1313,ORD05313,04-20-2025,30024.55, west,trial,,45,Apr,Enterprise,Alice,USA
CUST1314,ORD05314,11-11-2025,76929.95,East,trial,follow up,24,Nov,Enterprise,David,USA
CUST1315,ORD05315,22/09/2025,24399.05,south ,trial,N/A,54,Sep,Pro,Eve,USA
CUST1316,ORD05316,10-03-2025,14644.86,West,trial,na,,Oct,Basic,Alice,USA
CUST1317,ORD05317,2025-01-20,TBD, north,trial,None,,Jan,Pro,David,Canada
CUST1318,ORD05318,2025-06-11,34675.86, north,active,,29,Jun,Enterprise,Alice,USA
CUST1319,ORD05319,18/12/2025,9468.45, west,trial,follow up,40,Dec,Enterprise,David,USA
CUST1320,ORD05320,07-20-2025,12024.23,North,active,None,62,Jul,Starter,Alice,USA
CUST1321,ORD05321,10-03-2025,TBD,South,active,None,41,Oct,Starter,Bob,USA
CUST1322,ORD05322,2025-04-10,71036.24, west,active,follow up,58,Apr,Pro,Alice,USA
CUST1323,ORD05323,07/09/2025,61812.29, north,active,follow up,64,Sep,Starter,Carol,Canada
CUST1324,ORD05324,06-06-2025,52580.94,West,churned,None,58,Jun,Starter,Bob,Canada
CUST1325,ORD05325,12-14-2025,30876.57,south ,active,None,52,Dec,Starter,Eve,USA
CUST1326,ORD05326,03-13-2025,73061.3,North,active,N/A,62,Mar,Enterprise,Eve,UK
CUST1327,ORD05327,01-19-2025,50358.07,East,trial,na,56,Jan,Pro,Bob,Canada
CUST1328,ORD05328,07-06-2025,8151.82,NORTH,trial,,,Jul,Basic,Bob,USA
CUST1329,ORD05329,03-16-2025,48311.16,South,churned,-,44,Mar,Starter,Alice,USA
CUST1330,ORD05330,18/07/2025,67378.41, north,active,None,24,Jul,Pro,Carol,UK
CUST1331,ORD05331,01/12/2025,15190.31, north,inactive,follow up,63,Dec,Starter,Eve,Canada
CUST1332,ORD05332,07/09/2025,73822.29, west,active,na,22,Sep,Pro,Bob,USA
CUST1333,ORD05333,03-02-2025,31107.84, west,inactive,follow up,43,Mar,Starter,Eve,USA
CUST1334,ORD05334,2025-05-05,35220.98,North,trial,,59,May,Enterprise,Bob,USA
CUST1335,ORD05335,07-27-2025,44156.14, north,active,None,62,Jul,Basic,David,USA
CUST1336,ORD05336,03-15-2025,35209.8,south ,active,follow up,33,Mar,Pro,David,UK
CUST1337,ORD05337,2025-07-17,19919.27,West,active,,,Jul,Enterprise,Bob,Canada
CUST1338,ORD05338,09-30-2025,51184.27,North,trial,na,27,Sep,Basic,Eve,Canada
CUST1339,ORD05339,29/09/2025,4170.53,West,trial,follow up,52,Sep,Enterprise,David,USA
CUST1340,ORD05340,12/02/2025,65215.08,North,trial,na,56,Feb,Enterprise,Eve,UK
CUST1341,ORD05341,2025-12-02,1107.9,NORTH,active,N/A,42,Dec,Pro,Carol,UK
CUST1342,ORD05342,05-22-2025,31396.93, west,active,,35,May,Basic,Carol,USA
CUST1343,ORD05343,07-23-2025,65919.43, west,trial,na,64,Jul,Enterprise,Bob,UK
CUST1344,ORD05344,10-09-2025,29098.0, north,inactive,N/A,25,Oct,Basic,Alice,USA
CUST1345,ORD05345,2025-11-08,31835.57,south ,active,follow up,47,Nov,Enterprise,Bob,Canada
CUST1346,ORD05346,12-03-2025,17544.26,South,active,follow up,24,Dec,Enterprise,Carol,USA
CUST1347,ORD05347,14/02/2025,82942.08,West,active,follow up,44,Feb,Enterprise,Alice,USA
CUST1348,ORD05348,10-14-2025,61858.72, west,active,na,39,Oct,Enterprise,Carol,USA
CUST1349,ORD05349,02-07-2025,9496.29,south ,trial,follow up,29,Feb,Pro,David,Canada
CUST1350,ORD05350,23/06/2025,65562.23, west,active,follow up,59,Jun,Basic,Bob,USA
CUST1351,ORD05351,06-30-2025,35349.99,West,trial,N/A,38,Jun,Pro,Alice,UK
CUST1352,ORD05352,2025-07-01,40768.94, west,trial,na,39,Jul,Starter,Carol,USA
CUST1353,ORD05353,13/11/2025,71052.47, west,trial,N/A,28,Nov,Enterprise,David,USA
CUST1354,ORD05354,22/10/2025,42102.76,NORTH,trial,na,54,Oct,Basic,David,UK
CUST1355,ORD05355,2025-12-18,approx 50k, west,active,follow up,29,Dec,Enterprise,Bob,Canada
CUST1356,ORD05356,10/11/2025,27999.36,East,inactive,-,38,Nov,Basic,Bob,Canada
CUST1357,ORD05357,25/07/2025,31960.16,South,active,,58,Jul,Pro,Bob,UK
CUST1358,ORD05358,03-16-2025,32684.65,NORTH,trial,-,22,Mar,Pro,David,USA
CUST1359,ORD05359,25/01/2025,73043.42,south ,active,na,,Jan,Enterprise,David,USA
CUST1360,ORD05360,13/10/2025,30945.91,South,active,,48,Oct,Starter,Carol,USA
CUST1361,ORD05361,2025-08-17,43632.56,NORTH,churned,na,40,Aug,Basic,Eve,UK
CUST1362,ORD05362,2025-02-10,77147.67,south ,inactive,None,42,Feb,Pro,David,USA
CUST1363,ORD05363,19/08/2025,44519.07,south ,active,na,23,Aug,Enterprise,Bob,USA
CUST1364,ORD05364,08-31-2025,8574.29, north,active,follow up,,Aug,Starter,Alice,Canada
CUST1365,ORD05365,26/05/2025,21405.01,North,churned,na,30,May,Pro,David,Canada
CUST1366,ORD05366,05-20-2025,46179.36, west,active,,56,May,Basic,Eve,UK
CUST1367,ORD05367,2025-10-04,29835.72,south ,active,-,50,Oct,Enterprise,Eve,USA
CUST1368,ORD05368,01-05-2025,40147.23,south ,trial,-,52,Jan,Enterprise,Eve,USA
CUST1369,ORD05369,12/08/2025,75042.69,South,inactive,-,63,Aug,Starter,Eve,UK
CUST1370,ORD05370,05-26-2025,58352.1,NORTH,active,N/A,39,May,Basic,Eve,Canada
CUST1371,ORD05371,07/04/2025,53122.69,North,active,,,Apr,Pro,Carol,USA
CUST1372,ORD05372,2025-04-30,61940.55,south ,inactive,-,53,Apr,Pro,David,USA
CUST1373,ORD05373,2025-03-16,71779.66,NORTH,trial,-,47,Mar,Pro,David,USA
CUST1374,ORD05374,08/05/2025,65408.31,South,trial,N/A,50,May,Enterprise,Eve,USA
CUST1375,ORD05375,09/06/2025,58081.88, north,active,follow up,24,Jun,Pro,Bob,USA
CUST1376,ORD05376,2025-04-22,73479.07,south ,inactive,na,49,Apr,Starter,Alice,USA
CUST1377,ORD05377,12-19-2025,58868.49, north,churned,-,27,Dec,Enterprise,Alice,USA
CUST1378,ORD05378,2025-02-24,59762.23,East,inactive,follow up,42,Feb,Starter,Alice,Canada
CUST1379,ORD05379,21/01/2025,11884.87,South,active,-,57,Jan,Pro,Carol,Canada
CUST1380,ORD05380,2025-10-11,70749.04,south ,inactive,None,,Oct,Enterprise,Eve,Canada
CUST1381,ORD05381,14/11/2025,75107.79,West,active,N/A,37,Nov,Basic,Eve,USA
CUST1382,ORD05382,25/11/2025,27759.7,North,trial,N/A,,Nov,Starter,Alice,USA
CUST1383,ORD05383,01-17-2025,16691.61,south ,trial,follow up,46,Jan,Enterprise,Alice,USA
CUST1384,ORD05384,10/02/2025,78950.11,East,active,-,25,Feb,Pro,Eve,USA
CUST1385,ORD05385,2025-02-09,71011.57,West,active,na,28,Feb,Starter,Eve,USA
CUST1386,ORD05386,02-24-2025,47662.97, north,trial,-,65,Feb,Basic,Eve,USA
CUST1387,ORD05387,04/11/2025,45614.59,East,active,None,42,Nov,Basic,Carol,UK
CUST1388,ORD05388,07-12-2025,46605.42, west,active,-,38,Jul,Enterprise,Carol,UK
CUST1389,ORD05389,2025-06-04,approx 50k,North,active,None,36,Jun,Pro,Eve,UK
CUST1390,ORD05390,2025-03-21,78740.45,south ,active,na,,Mar,Starter,Bob,USA
CUST1391,ORD05391,07-24-2025,8265.98, west,trial,follow up,26,Jul,Enterprise,Eve,USA
CUST1392,ORD05392,2025-07-15,TBD,West,active,-,43,Jul,Starter,Eve,USA
CUST1393,ORD05393,28/01/2025,53920.36,East,trial,na,42,Jan,Starter,Alice,Canada
CUST1394,ORD05394,10-22-2025,64115.0,NORTH,active,-,,Oct,Basic,Eve,USA
CUST1395,ORD05395,07-24-2025,22686.15, west,inactive,follow up,30,Jul,Basic,Eve,USA
CUST1396,ORD05396,2025-09-26,84753.16,East,active,follow up,39,Sep,Enterprise,Alice,Canada
CUST1397,ORD05397,14/06/2025,29932.01,NORTH,active,follow up,23,Jun,Basic,Eve,USA
CUST1398,ORD05398,2025-04-30,78596.02, north,active,follow up,31,Apr,Starter,Eve,USA
CUST1399,ORD05399,08/01/2025,69801.32,North,active,-,29,Jan,Starter,Bob,UK
CUST1400,ORD05400,09-05-2025,22356.6,North,active,follow up,31,Sep,Enterprise,Carol,USA
CUST1401,ORD05401,12-23-2025,"27305,",North,active,follow up,51,Dec,Pro,Carol,USA
CUST1402,ORD05402,29/11/2025,TBD,East,active,N/A,46,Nov,Enterprise,Bob,USA
CUST1403,ORD05403,2025-12-31,39199.84,south ,inactive,follow up,,Dec,Starter,Alice,USA
CUST1404,ORD05404,2025-06-04,30529.45,south ,trial,N/A,54,Jun,Enterprise,Eve,USA
CUST1405,ORD05405,07-21-2025,29380.93,South,active,,46,Jul,Starter,David,USA
CUST1406,ORD05406,2025-10-05,28324.56,NORTH,active,na,30,Oct,Starter,David,USA
CUST1407,ORD05407,22/03/2025,48229.34,NORTH,trial,N/A,,Mar,Enterprise,Carol,Canada
CUST1408,ORD05408,11-23-2025,26132.91,North,active,na,34,Nov,Pro,Eve,UK
CUST1409,ORD05409,04-29-2025,50892.48,NORTH,active,-,,Apr,Basic,Carol,USA
CUST1410,ORD05410,2025-03-12,42027.15,south ,trial,N/A,24,Mar,Starter,Bob,USA
CUST1411,ORD05411,08-13-2025,81172.07,South,trial,follow up,42,Aug,Enterprise,Eve,Canada
CUST1412,ORD05412,10-20-2025,33805.73,North,inactive,follow up,63,Oct,Basic,Alice,USA
CUST1413,ORD05413,01-21-2025,33929.15,South,inactive,follow up,62,Jan,Pro,Carol,Canada
CUST1414,ORD05414,01-28-2025,25378.47, north,active,-,31,Jan,Starter,Eve,UK
CUST1415,ORD05415,2025-08-19,35445.76,South,active,follow up,59,Aug,Pro,Carol,USA
CUST1416,ORD05416,02-28-2025,10939.49,NORTH,inactive,-,45,Feb,Enterprise,Bob,USA
CUST1417,ORD05417,2025-03-18,56230.31,North,churned,follow up,33,Mar,Basic,Carol,USA
CUST1418,ORD05418,2025-04-14,11617.75, west,active,-,38,Apr,Basic,Bob,USA
CUST1419,ORD05419,29/07/2025,40697.66,South,churned,follow up,,Jul,Starter,Alice,USA
CUST1420,ORD05420,2025-01-19,55701.9,south ,active,,64,Jan,Enterprise,Alice,Canada
CUST1421,ORD05421,05-26-2025,14132.83,NORTH,active,,60,May,Pro,Alice,USA
CUST1422,ORD05422,2025-07-14,27778.45,NORTH,trial,-,57,Jul,Pro,Carol,UK
CUST1423,ORD05423,04-18-2025,18231.93, north,active,,,Apr,Pro,David,UK
CUST1424,ORD05424,10-22-2025,22441.27, west,active,follow up,30,Oct,Basic,David,USA
CUST1425,ORD05425,2025-05-29,20164.98,South,inactive,N/A,,May,Basic,Alice,USA
CUST1426,ORD05426,2025-04-19,68610.68,south ,active,N/A,40,Apr,Pro,Alice,USA
CUST1427,ORD05427,10-19-2025,29345.05, west,trial,None,33,Oct,Enterprise,Bob,Canada
CUST1428,ORD05428,02/10/2025,39422.22,North,churned,follow up,48,Oct,Pro,Eve,UK
CUST1429,ORD05429,19/06/2025,TBD,East,active,N/A,,Jun,Starter,Eve,UK
CUST1430,ORD05430,06-07-2025,50793.71, west,churned,N/A,24,Jun,Basic,Carol,USA
CUST1431,ORD05431,2025-07-11,15288.58, west,trial,N/A,27,Jul,Starter,Carol,Canada
CUST1432,ORD05432,2025-06-17,44746.56,NORTH,active,follow up,28,Jun,Basic,David,UK
CUST1433,ORD05433,01-23-2025,26777.92, north,active,N/A,27,Jan,Pro,Alice,UK
CUST1434,ORD05434,18/04/2025,54482.9, west,churned,None,40,Apr,Starter,Bob,USA
CUST1435,ORD05435,10-14-2025,81476.19,East,active,,,Oct,Pro,Eve,USA
CUST1436,ORD05436,06-23-2025,26811.4, north,active,N/A,30,Jun,Basic,David,USA
CUST1437,ORD05437,11-19-2025,75812.81,South,active,None,61,Nov,Enterprise,David,UK
CUST1438,ORD05438,24/12/2025,69185.91, west,trial,-,,Dec,Starter,Eve,USA
CUST1439,ORD05439,12-25-2025,33630.5, north,churned,N/A,42,Dec,Basic,David,USA
CUST1440,ORD05440,2025-10-22,29958.0, north,active,follow up,47,Oct,Enterprise,Carol,UK
CUST1441,ORD05441,05-03-2025,50400.29,West,trial,follow up,32,May,Basic,David,UK
CUST1442,ORD05442,2025-05-01,46512.52, west,active,follow up,26,May,Basic,Carol,UK
CUST1443,ORD05443,07/06/2025,38120.77,West,active,,,Jun,Enterprise,Alice,USA
CUST1444,ORD05444,2025-11-22,75473.6,south ,active,,64,Nov,Basic,Bob,USA
CUST1445,ORD05445,10-19-2025,27252.51,East,active,follow up,49,Oct,Enterprise,Eve,UK
CUST1446,ORD05446,2025-05-31,11278.46,North,trial,follow up,57,May,Pro,Alice,USA
CUST1447,ORD05447,12-26-2025,20377.88,West,active,follow up,42,Dec,Starter,Bob,Canada
CUST1448,ORD05448,04/07/2025,47433.12, north,trial,N/A,64,Jul,Basic,David,USA
CUST1449,ORD05449,01/08/2025,54769.53,NORTH,inactive,follow up,60,Aug,Basic,David,USA
CUST1450,ORD05450,01-04-2025,36393.22,south ,active,follow up,37,Jan,Pro,Alice,USA
CUST1451,ORD05451,02-27-2025,60062.57,south ,active,,27,Feb,Enterprise,Bob,Canada
CUST1452,ORD05452,2025-12-09,56585.77,south ,churned,follow up,56,Dec,Enterprise,David,Canada
CUST1453,ORD05453,19/06/2025,40150.14,south ,active,N/A,40,Jun,Pro,Alice,Canada
CUST1454,ORD05454,03/12/2025,48906.67, north,active,-,61,Dec,Pro,Carol,USA
CUST1455,ORD05455,2025-05-12,23755.85,NORTH,churned,,60,May,Starter,Carol,USA
CUST1456,ORD05456,17/01/2025,68046.93, west,inactive,na,31,Jan,Basic,Bob,Canada
CUST1457,ORD05457,10-23-2025,14635.44, north,inactive,follow up,25,Oct,Basic,David,USA
CUST1458,ORD05457,2025-09-30,80627.27,West,trial,na,46,Sep,Basic,David,USA
CUST1459,ORD05459,2025-01-22,58203.05,south ,churned,-,62,Jan,Enterprise,Carol,UK
CUST1460,ORD05460,05-04-2025,65831.26,East,active,na,34,May,Enterprise,Alice,USA
CUST1461,ORD05461,17/12/2025,44884.83,North,active,N/A,40,Dec,Starter,Eve,USA
CUST1462,ORD05462,2025-11-06,10638.07, north,churned,na,63,Nov,Pro,David,USA
CUST1463,ORD05463,22/05/2025,78467.76,East,trial,follow up,64,May,Enterprise,Carol,USA
CUST1464,ORD05464,31/01/2025,28609.33, west,trial,N/A,38,Jan,Basic,Bob,Canada
CUST1465,ORD05465,2025-08-09,46183.42,south ,active,follow up,28,Aug,Enterprise,Eve,USA
CUST1466,ORD05466,2025-09-12,2085.63,West,active,follow up,22,Sep,Pro,David,UK
CUST1467,ORD05467,09/09/2025,TBD,West,trial,N/A,26,Sep,Basic,Alice,UK
CUST1468,ORD05468,06-20-2025,84290.32, north,trial,follow up,25,Jun,Pro,Alice,Canada
CUST1469,ORD05469,2025-04-14,25001.51,south ,active,follow up,46,Apr,Pro,David,USA
CUST1470,ORD05470,2025-04-08,37509.63,South,active,,,Apr,Pro,David,UK
CUST1471,ORD05471,2025-01-09,69095.25,North,trial,follow up,43,Jan,Basic,Eve,USA
CUST1472,ORD05472,2025-02-06,20187.29, west,active,follow up,53,Feb,Enterprise,Bob,USA
CUST1473,ORD05473,2025-06-07,TBD, north,active,follow up,32,Jun,Enterprise,David,UK
CUST1474,ORD05474,14/04/2025,19138.38,NORTH,trial,N/A,65,Apr,Starter,Alice,UK
CUST1475,ORD05475,2025-05-21,5842.25,NORTH,active,follow up,32,May,Enterprise,Bob,USA
CUST1476,ORD05476,2025-07-12,53920.44,North,active,N/A,,Jul,Pro,David,Canada
CUST1477,ORD05477,24/11/2025,17920.54,North,active,na,48,Nov,Basic,Eve,USA
CUST1478,ORD05478,28/06/2025,66628.27, north,trial,N/A,,Jun,Starter,David,USA
CUST1479,ORD05479,03-18-2025,16869.25,North,churned,na,52,Mar,Pro,Bob,Canada
CUST1480,ORD05480,2025-08-21,52621.24,NORTH,active,,,Aug,Basic,Eve,USA
CUST1481,ORD05481,08-16-2025,"31841,",South,churned,None,48,Aug,Starter,Alice,USA
CUST1482,ORD05482,2025-07-12,74005.39,West,active,N/A,,Jul,Basic,Bob,Canada
CUST1483,ORD05483,04-10-2025,39179.05,North,active,na,39,Apr,Pro,Bob,USA
CUST1484,ORD05484,29/03/2025,39249.92,NORTH,active,follow up,40,Mar,Starter,Alice,Canada
CUST1485,ORD05485,04-21-2025,41838.53,South,inactive,-,51,Apr,Starter,Eve,USA
CUST1486,ORD05486,2025-08-02,76402.28,North,inactive,,,Aug,Basic,Alice,Canada
CUST1487,ORD05487,01-07-2025,7521.23,South,active,None,35,Jan,Enterprise,David,USA
CUST1488,ORD05488,10-20-2025,39309.4,West,trial,na,51,Oct,Pro,David,USA
CUST1489,ORD05489,20/12/2025,6474.03,South,active,None,40,Dec,Pro,Alice,UK
CUST1490,ORD05490,2025-01-27,57508.18,East,active,follow up,51,Jan,Enterprise,Eve,USA
CUST1491,ORD05491,2025-10-04,28801.56,South,trial,follow up,59,Oct,Starter,Carol,USA
CUST1492,ORD05492,05/08/2025,43051.32, west,trial,-,,Aug,Enterprise,David,UK
CUST1493,ORD05493,30/05/2025,45526.29, north,inactive,follow up,65,May,Enterprise,Alice,Canada
CUST1494,ORD05494,2025-02-09,24867.49, west,trial,follow up,29,Feb,Enterprise,Carol,Canada
CUST1495,ORD05495,09/03/2025,46251.25,North,active,follow up,50,Mar,Enterprise,Bob,UK
CUST1496,ORD05496,06-25-2025,35287.95, west,active,,42,Jun,Starter,Carol,USA
CUST1497,ORD05497,10/07/2025,19663.07, west,active,None,25,Jul,Starter,Eve,USA
CUST1498,ORD05498,12-29-2025,15317.86,North,active,N/A,31,Dec,Starter,David,USA
CUST1499,ORD05499,2025-12-29,17835.63,NORTH,active,-,44,Dec,Enterprise,David,Canada
